,Ticker,Hurst Exponent,t_statistic,p_value
308,NRG,0.568610410523369,2.6951994640198342,0.007034650583930269
309,NSC,0.5989030286940098,3.8851740995667234,0.00010225658251528102
310,NTAP,0.5613616474427039,2.4104487648069055,0.015932909007597695
311,NTRS,0.5763804342354302,3.0004266676529587,0.002696016630013398
312,NUE,0.564450502360657,2.531787203912536,0.011348283817365745
313,NVDA,0.6939960314270166,7.620680242774268,2.531308496145357e-14
314,NVR,0.6461272187078004,5.740265923723462,9.452799654141586e-09
315,NXPI,0.6196307354410343,4.699413566854457,2.6090961660063527e-06
316,O,0.557894631817695,2.274255167027899,0.02295064905356692
317,ODFL,0.6703011229225938,6.689881196186907,2.2335244764803974e-11
318,OKE,0.5731033128380815,2.8716926203518747,0.004082798781338992
319,OMC,0.5481148276341054,1.890078439432718,0.058747470197584306
320,ON,0.594509050641153,3.71256695142933,0.000205167763278169
321,ORCL,0.5767778684412702,3.0160389406359105,0.00256100367908374
322,ORLY,0.6633770140252836,6.41788377704176,1.3818168831392086e-10
323,OXY,0.4987126418858117,-0.050570851754050676,0.9596674900254762
324,PANW,0.615886239980118,4.5523198228832165,5.3057595432726146e-06
325,PARA,0.5511160363530273,2.007973902656845,0.044646064965099486
326,PAYX,0.6316845271560109,5.172918574648373,2.3046546293592485e-07
327,PCAR,0.5901170341959525,3.5400368604595522,0.0004000711502505361
328,PCG,0.5075977233862163,0.29845878842725393,0.7653530256051346
329,PEG,0.5854843747095445,3.3580536705980006,0.0007849337088110531
330,PEP,0.6236473061251094,4.857195149450146,1.1906023944519006e-06
331,PFE,0.5985194506307757,3.8701061327297355,0.00010878798279723156
332,PFG,0.60322109013382,4.054799041166762,5.0177421581976134e-05
333,PG,0.5948689893400221,3.7267063011413026,0.00019399829287736203
334,PGR,0.6805488696227271,7.0924399507975195,1.3176126856251358e-12
335,PH,0.5985020335556259,3.8694219436795545,0.00010909370033962418
336,PHM,0.6193019997892647,4.686499955848562,2.779168794431186e-06
337,PKG,0.6527352060870095,5.999845248593236,1.9750565627418837e-09
338,PLD,0.6130679707731973,4.441610710402841,8.928798753249367e-06
339,PM,0.5122593767639452,0.4815809354784164,0.6301036719457911
340,PNC,0.5914433733574999,3.5921389914633206,0.00032797483087043666
341,PNR,0.5599784976925202,2.3561149627363784,0.018467201445140358
342,PNW,0.5598147661434278,2.349683151878659,0.018789397711650002
343,PODD,0.6160700203758076,4.559539205775425,5.126598566107532e-06
344,POOL,0.6868402858051265,7.339583516815871,2.142730437526552e-13
345,PPG,0.5924279422619393,3.6308154774848105,0.00028252712844589745
